#
# Full target list for orbit 103, sector 48
# Created Wed Jan 26 14:14:38 EST 2022 
# Concatenation of GI astero exo bright DDT ppas spm1 GI2 exo2 lists
#
TICID,Camera,CCD,Tmag,RA,Dec
95362836,1,4,9.04,154.4309,23.8093
95362840,1,4,8.38,154.4596,23.8317
95362936,1,4,10.39,154.5862,23.5623
95362959,1,4,11.69,154.5976,23.4385
95363147,1,4,11.05,154.5473,22.4671
95363332,1,4,10.92,154.5853,21.7052
95363362,1,4,10.88,154.5270,21.5462
95363664,1,4,13.56,154.5175,20.0900
95363736,1,4,9.20,154.5511,19.7172
95363895,1,4,8.82,154.5684,18.9754
95363948,1,4,10.53,154.5780,18.7548
95364425,1,4,12.98,154.7178,19.3472
95364604,1,4,9.90,154.6411,20.2339
95428972,1,4,12.52,154.6800,20.6679
95428978,1,4,11.50,154.7204,20.7059
95429065,1,4,14.92,154.6587,21.1376
95429236,1,4,10.23,154.6719,21.9230
95429275,1,4,10.74,154.6456,22.1241
95429462,1,4,10.22,154.7284,23.0313
95429605,1,4,9.95,154.6878,23.8446
95429705,1,4,12.94,154.8140,23.5147
95429852,1,4,11.69,154.7767,22.7020
95429991,1,4,8.02,154.7917,22.0439
95430057,1,4,11.81,154.8162,21.7085
95430203,1,4,8.46,154.8270,20.9592
95430283,1,4,8.28,154.7936,20.5633
95430370,1,4,10.56,154.8437,20.1651
95430384,1,4,10.50,154.7864,20.1150
95430584,1,4,11.34,154.7935,19.1398
95430592,1,4,13.55,154.8269,19.0452
95431124,1,4,13.23,154.9943,19.0773
95431130,1,4,11.31,154.9231,19.1043
95431211,1,4,4.36,154.9325,19.4696
95431294,1,4,0.82,154.9954,19.8404
95431305,1,4,7.04,154.8979,19.8697
95431334,1,4,10.92,154.9549,19.9807
95431483,1,4,10.90,154.9007,20.7363
95431500,1,4,10.58,154.8955,20.8460
95431846,1,4,9.46,154.8811,22.6171
95432188,1,4,10.63,155.0497,23.4663
95432630,1,4,10.04,155.0773,21.0543
95432639,1,4,10.27,155.1314,21.0019
95432747,1,4,10.97,155.0883,20.2964
95432896,1,4,11.11,155.1063,19.6348
95432907,1,4,11.09,155.0585,19.5781
95432945,1,4,10.24,155.0417,19.3978
95432964,1,4,10.31,155.0214,19.3028
95433401,1,4,10.60,155.1887,18.6009
95433566,1,4,7.71,155.1989,19.5390
95433786,1,4,10.57,155.1972,20.7065
95433828,1,4,11.04,155.2593,20.9313
95433907,1,4,10.45,155.1519,21.3609
95434204,1,4,11.44,155.1727,23.1143
95434229,1,4,11.31,155.1517,23.2522
95434512,1,4,12.44,155.3417,23.0554
95434524,1,4,12.93,155.2731,22.9907
95434644,1,4,13.69,155.2837,22.2387
95435011,1,4,11.58,155.3254,20.1490
95435257,1,4,10.05,155.3185,18.9884
95435589,1,4,10.73,155.4814,18.7551
95435610,1,4,10.90,155.4142,18.8278
95435671,1,4,11.72,155.4796,19.1465
95435790,1,4,8.41,155.4737,19.7930
95436062,1,4,8.67,155.4580,21.3469
95436068,1,4,8.38,155.4280,21.3936
95436086,1,4,9.32,155.4364,21.4993
95436127,1,4,10.06,155.4163,21.7451
95436267,1,4,8.43,155.4329,22.8027
95436602,1,4,10.48,155.5212,23.1896
95436655,1,4,13.91,155.5197,22.9211
95436815,1,4,11.05,155.5228,21.9598
95436909,1,4,10.34,155.5822,21.4889
95436960,1,4,9.66,155.5902,21.1817
95436972,1,4,9.07,155.5541,21.1339
95437122,1,4,10.39,155.5692,20.3072
95437228,1,4,10.70,155.5445,19.6955
95437445,1,4,13.09,155.5292,18.5161
95437496,1,4,10.50,155.5837,18.2157
95469831,1,4,11.04,155.7237,19.9989
95470024,1,4,10.74,155.6456,20.9906
95470173,1,4,9.93,155.6521,21.8899
95470367,1,4,13.79,155.7701,22.8834
95470426,1,4,9.15,155.7714,23.2187
95470583,1,4,11.23,155.8275,23.7653
95470673,1,4,12.62,155.8183,23.2279
95470715,1,4,12.66,155.8529,22.9365
95470750,1,4,10.64,155.7854,22.7859
95470764,1,4,13.57,155.8937,22.7272
95471106,1,4,9.77,155.8483,20.8346
95471276,1,4,10.56,155.8936,20.0318
95471355,1,4,12.91,155.8860,19.4707
95471428,1,4,11.10,155.8252,19.0679
95471481,1,4,10.83,155.8720,18.7213
95471682,1,4,9.54,156.0104,18.3305
95471903,1,4,8.52,155.9772,19.5851
95471939,1,4,11.42,156.0120,19.7750
95472085,1,4,9.63,155.9614,20.6350
95472310,1,4,11.20,155.9636,22.1726
95472374,1,4,10.23,155.9996,22.6217
95472548,1,4,8.67,156.0234,23.7155
95742233,1,4,8.46,159.8389,22.1967
95742500,1,4,15.75,159.8062,20.9630
95742532,1,4,10.87,159.7801,20.7645
95742888,1,4,9.30,159.7992,19.0343
95743132,1,4,10.75,159.8794,17.8996
95743867,1,4,8.44,159.9336,21.4156
95744758,1,4,10.86,160.0114,21.7052
95745223,1,4,10.71,160.0975,19.2938
95745234,1,4,8.00,160.0131,19.2401
95745353,1,4,10.88,160.0761,18.6961
95745475,1,4,7.49,159.9949,18.0624
95746033,1,4,10.41,160.2291,20.5293
95746123,1,4,10.19,160.1576,21.0373
95746375,1,4,10.77,160.1150,22.4216
95746541,1,4,9.12,160.1769,23.3732
95746545,1,4,10.88,160.2303,23.3922
95746832,1,4,10.16,160.3087,22.8631
95747055,1,4,11.15,160.3493,21.6773
95747150,1,4,9.22,160.3051,21.2471
95764544,1,4,8.02,160.3547,20.5531
95764634,1,4,8.26,160.3390,20.3538
95765924,1,4,13.23,160.3767,18.7026
95766719,1,4,11.16,160.4295,20.8843
95767039,1,4,13.31,160.4695,21.6757
95767136,1,4,11.57,160.4550,21.9598
95767397,1,4,11.07,160.3854,22.7844
95768632,1,4,9.36,160.5171,21.8984
95768667,1,4,9.80,160.5891,21.7712
95768853,1,4,11.88,160.5160,21.3471
95769181,1,4,10.17,160.4911,20.5966
95775294,1,4,10.81,160.7372,20.7501
95775574,1,4,10.50,160.7166,22.2912
95776007,1,4,5.05,160.8532,23.1885
95776155,1,4,11.17,160.7821,22.3017
95776408,1,4,10.07,160.8056,21.1713
95776575,1,4,9.96,160.7810,20.3469
95776622,1,4,10.85,160.8129,20.1003
95777544,1,4,11.26,160.8932,20.3354
95777606,1,4,10.69,160.9363,20.6495
95778094,1,4,12.96,160.9138,23.1516
95778110,1,4,10.05,160.9408,23.2561
95778437,1,4,9.60,161.0623,22.6758
95778599,1,4,9.44,161.1209,21.8073
95778799,1,4,9.62,161.0275,20.9031
95778953,1,4,8.54,161.0880,20.1161
95779880,1,4,9.05,161.1667,20.7051
95780588,1,4,8.31,161.3602,23.5794
95818418,1,4,9.48,161.6099,23.4139
95818521,1,4,8.62,161.6042,22.8967
95818576,1,4,10.78,161.5669,22.5457
95836327,1,4,10.79,161.6711,22.8584
95836525,1,4,11.07,161.8770,23.7806
95836684,1,4,11.39,161.8155,22.9181
95836813,1,4,8.69,161.7971,22.2382
95836951,1,4,8.93,161.8275,21.4972
95838398,1,4,9.04,161.9202,22.5947
95838401,1,4,11.39,161.9999,22.5969
95847028,1,4,11.79,162.2303,22.8905
95857825,1,4,7.52,162.4622,23.1623
95857856,1,4,10.46,162.4635,23.3705
95858053,1,4,6.28,162.6519,23.4064
95860188,1,4,8.57,162.8052,23.5285
95860208,1,4,8.06,162.8660,23.3997
98369493,1,3,9.75,147.0731,24.0035
98369593,1,3,12.18,147.0836,24.4836
98369723,1,3,11.94,147.0438,25.1177
98369737,1,3,9.59,147.1284,25.1748
98412864,1,3,11.40,147.2159,28.4374
98413256,1,3,11.31,147.2050,26.7582
98413431,1,3,11.01,147.1435,26.0220
98413819,1,3,14.47,147.1939,24.3565
98413849,1,3,9.16,147.1846,24.2023
98414491,1,3,11.17,147.3434,26.3698
98415103,1,3,8.82,147.3541,29.0021
99254945,2,4,11.02,169.3320,39.7175
99254978,2,4,9.04,169.3835,39.4890
99255057,2,4,10.84,169.3578,38.9582
99255075,2,4,8.45,169.3107,38.8432
99255199,2,4,10.73,169.3181,38.0061
99255213,2,4,11.19,169.4061,37.9194
99255305,2,4,9.71,169.3384,37.4450
99255335,2,4,10.00,169.3856,37.2488
99269476,1,1,11.22,169.4912,36.0051
99269623,2,4,8.55,169.4990,36.8908
99269890,2,4,14.02,169.5393,38.4881
99269896,2,4,8.96,169.4409,38.5461
99270172,2,4,14.15,169.5449,40.0415
99270333,2,4,10.22,169.5064,41.0199
99270336,2,4,11.20,169.5527,41.0301
99271064,2,4,9.31,169.6820,37.9462
99271109,2,4,10.45,169.7143,37.7179
99319696,3,2,10.81,189.5685,59.1066
99319715,3,2,11.17,189.6467,58.9756
99319905,3,2,9.92,189.6144,57.9228
99320193,2,1,11.20,189.6358,56.0973
99320318,2,1,10.95,189.5308,55.3247
99320375,2,1,10.94,189.5084,54.9525
99320384,2,1,10.98,189.5042,54.8877
99320472,2,1,9.20,189.6029,54.2672
99329312,2,1,9.82,189.8223,54.4576
99329465,2,1,10.89,189.7850,55.6468
99329527,2,1,7.62,189.8023,56.0039
99329662,3,2,11.54,189.7626,56.9217
99329955,3,2,10.53,189.7884,58.8733
99329966,3,2,13.36,189.7192,58.9520
99330090,3,2,11.17,189.8289,59.7035
99330416,3,2,8.54,190.0859,58.0458
99330493,3,2,12.48,189.9500,57.4934
99330709,2,1,10.30,190.0084,56.0278
99330791,2,1,8.69,189.9592,55.7776
99330881,2,1,14.80,190.0067,55.2947
99330898,2,1,10.56,189.9672,55.1889
99331330,2,1,3.65,190.0886,55.8466
99380640,3,2,9.49,190.1330,56.9766
99380912,3,2,8.74,190.2669,58.7420
99381029,3,2,7.78,190.0995,59.5257
99381250,3,2,7.61,190.3173,58.9617
99381358,3,2,10.19,190.4999,58.2336
99381596,3,2,11.01,190.4487,56.7538
99381598,3,2,11.49,190.3639,56.7495
99381773,2,1,7.38,190.4369,55.7246
99381817,2,1,10.93,190.4287,55.4961
99382123,2,1,13.40,190.5095,54.2321
99382453,3,2,14.42,190.5243,56.5840
99382526,3,2,5.75,190.6319,56.9986
99382578,3,2,11.09,190.5314,57.2648
99382625,3,2,10.00,190.5537,57.5900
99382774,3,2,10.98,190.5140,58.4779
99389468,3,2,11.59,190.8105,59.8195
99389654,3,2,11.37,190.7779,58.8046
99389753,3,2,14.32,190.7751,58.1479
99389882,3,2,8.15,190.8663,57.1293
99389979,3,2,11.40,190.7343,56.5759
99390016,3,2,10.22,190.7096,56.2539
99390020,3,2,9.80,190.8174,56.2247
99390039,3,2,9.46,190.8369,56.1092
99390340,2,1,8.92,190.8870,54.0925
99784331,1,2,8.57,141.4973,41.9417
99786413,1,2,8.03,141.6684,43.0123
99817233,2,2,9.05,163.7962,61.4115
99817281,2,2,9.98,163.7096,61.1540
99817343,2,2,10.25,163.7100,60.7564
99817355,2,2,11.38,163.7610,60.6622
99823799,2,2,8.00,163.9697,65.7321
99823965,2,2,7.77,164.2885,65.2774
99824182,2,2,10.70,164.2255,64.0180
99824598,2,2,8.42,164.3411,61.4300
99824647,2,2,10.20,164.3752,61.0082
99824805,2,2,8.60,164.3807,60.1106
99824824,2,2,12.01,164.3668,60.0317
99825182,2,2,9.20,164.4919,61.7662
99825222,2,2,7.91,164.5630,61.9499
99825781,2,2,12.29,164.5679,65.0268
99825902,2,2,11.18,164.6051,65.7461
99826023,2,2,8.32,164.8165,65.4592
99826191,2,2,10.98,164.7422,64.3538
99832958,2,2,14.49,164.6898,63.5129
99832986,2,2,13.37,164.7272,63.3627
99833033,2,2,11.98,164.8412,63.1068
99833124,2,2,10.67,164.6839,62.5869
99833418,2,2,9.88,164.6875,60.7548
99833779,2,2,13.60,164.9990,61.2951
99833860,2,2,12.14,165.0832,61.8184
99834085,2,2,13.44,164.9784,63.1506
99834398,2,2,10.98,165.0225,65.0296
99834457,2,2,11.93,164.9893,65.3406
99834688,2,2,9.45,165.1721,65.1648
99834717,2,2,12.21,165.1671,64.9638
99834964,2,2,8.37,165.3623,63.4494
99834970,2,2,6.24,165.2729,63.4208
99835076,2,2,8.61,165.3538,62.6703
99835336,2,2,8.47,165.1989,61.0386
99840867,2,2,11.31,165.3255,60.6742
99841034,2,2,8.05,165.4080,60.1265
99842112,2,2,10.94,165.8859,65.2734
99842694,2,2,6.63,165.8395,61.6539
99842843,2,2,9.01,165.6605,60.6674
99843248,2,2,12.30,166.0651,61.5972
99843265,2,2,0.59,165.9301,61.7507
99865406,2,2,10.64,165.9260,62.1556
99865713,2,2,10.01,165.8925,64.0694
99866335,2,2,11.22,166.1521,63.6224
99866358,2,2,11.87,166.2692,63.5007
99866631,2,2,9.34,166.3286,61.8216
99866776,2,2,15.79,166.2972,60.9542
99867047,2,2,11.02,166.5020,60.5391
99867603,2,2,11.11,166.4663,64.1308
99867694,2,2,12.00,166.4009,64.7159
99867708,2,2,6.97,166.4012,64.8040
99867726,2,2,9.32,166.4053,64.9153
99867825,2,2,10.89,166.6086,65.8010
99867916,2,2,10.91,166.8389,65.4184
99868128,2,2,13.10,166.8185,64.1071
99868164,2,2,11.70,166.7633,63.8703
99868263,2,2,9.75,166.8498,63.1611
99868364,2,2,10.26,166.6355,62.5374
99868433,2,2,12.87,166.7510,62.1016
99868496,2,2,16.41,166.7474,61.6568
99868786,2,2,14.04,166.9259,59.9739
99868851,2,2,11.05,167.0632,60.3486
99869022,2,2,10.42,166.8806,61.3525
99869157,2,2,11.14,166.9751,62.0714
99869192,2,2,14.26,167.0677,62.3080
99869276,2,2,11.07,166.9093,62.7614
99869624,2,2,10.12,167.0817,65.2508
99869706,2,2,8.27,166.8952,65.8451
99869786,2,2,9.15,167.2182,65.4982
99869800,2,2,11.79,167.1788,65.3688
99869941,2,2,11.47,167.1226,64.5612
99898815,2,2,9.87,167.2037,63.1336
99898937,2,2,9.01,167.3046,62.4976
99898988,2,2,15.21,167.1213,62.2032
99899173,2,2,11.35,167.1632,60.7433
99899356,2,2,9.16,167.3587,60.1773
99899463,2,2,14.51,167.3832,60.5841
99899553,2,2,8.85,167.4540,61.1002
99899876,2,2,11.35,167.4914,62.7632
99899975,2,2,7.42,167.4374,63.3352
99900589,2,2,8.81,167.6881,64.7123
99900760,2,2,8.25,167.6096,63.6613
99901186,2,2,10.75,167.7013,61.1839
99901910,2,2,11.10,167.9770,62.7670
99902160,2,2,13.71,167.9067,64.1446
99902503,2,2,11.09,168.2268,65.6386
99902553,2,2,15.56,168.2335,65.3348
99902770,2,2,11.09,168.1530,63.8618
99902911,2,2,12.27,168.2149,62.9306
99903032,2,2,10.24,168.1185,62.2638
99903205,2,2,12.95,168.0720,61.3024
99903237,2,2,10.43,168.1580,61.1320
99903423,2,2,10.93,168.1547,60.0485
99903453,2,2,10.79,168.3831,59.9931
99903518,2,2,10.31,168.3893,60.3421
99903585,2,2,14.28,168.4180,60.7160
99903604,2,2,11.37,168.5353,60.8289
99903887,2,2,11.96,168.5313,62.5564
99904375,2,2,9.32,168.3606,65.7167
99904547,2,2,10.80,168.6696,64.7959
99904820,2,2,11.31,168.6361,62.8886
99904955,2,2,11.99,168.6494,62.0484
99905081,2,2,11.16,168.6431,61.2771
99905188,2,2,9.71,168.6528,60.6767
99905293,2,2,8.10,169.0187,60.0274
99905496,2,2,10.32,168.9226,61.2571
99905541,2,2,11.36,168.9311,61.5556
99905783,2,2,11.07,168.9616,63.1068
99905802,2,2,10.98,168.8646,63.2083
99906031,2,2,6.00,169.0068,64.9076
99906195,3,1,8.98,169.1500,65.9347
99906296,2,2,9.18,169.1020,65.2457
99918704,2,2,10.39,169.1586,64.8316
99918832,2,2,11.06,169.2495,64.1380
99918847,2,2,9.16,169.0751,64.0621
99918971,2,2,9.95,169.2802,63.3498
99919077,2,2,11.40,169.2122,62.8036
99919259,2,2,8.47,169.0779,61.8028
99919365,2,2,11.57,169.0487,61.1741
99919417,2,2,11.21,169.0954,60.8206
99919640,2,2,5.79,169.3624,60.2718
99920000,2,2,9.66,169.4810,62.5263
99920010,2,2,11.33,169.5134,62.6101
99920133,2,2,12.40,169.5005,63.3963
99920423,2,2,9.19,169.5150,65.2521
99920522,3,1,12.45,169.2856,65.8353
99920532,3,1,10.26,169.4109,65.9380
99920728,2,2,10.31,169.7463,64.6430
99920760,2,2,9.24,169.6655,64.4401
99920817,2,2,8.52,169.6398,64.1605
99920924,2,2,10.77,169.6419,63.5356
99920927,2,2,7.78,169.6977,63.5210
99921120,2,2,5.99,169.7641,62.1828
99921156,2,2,10.32,169.6561,61.9778
99936003,2,2,15.16,169.6211,60.8000
99936035,2,2,11.38,169.6773,60.5477
99936548,2,2,11.19,169.8944,62.2668
99936576,2,2,12.87,169.9714,62.4496
99936804,2,2,10.35,169.9249,63.4607
99937153,3,1,10.73,169.8099,65.6246
99937206,3,1,7.54,169.9758,65.8476
99937262,3,1,10.43,170.0808,65.5324
99937458,2,2,11.34,170.1347,64.2564
99937516,2,2,9.94,170.2257,63.9179
99937746,2,2,7.61,170.1478,62.3640
99954528,2,2,5.96,170.7134,64.3307
99954694,2,2,14.26,170.5024,63.2973
99954722,2,2,9.44,170.6026,63.1078
99954966,2,2,15.61,170.6779,61.6328
99955102,2,2,10.80,170.5470,60.7276
99955146,2,2,10.28,170.6930,60.3816
99955686,2,2,7.62,170.8217,62.7171
99956360,2,2,7.54,171.0656,65.0450
99956602,2,2,10.68,171.0603,63.3134
99956793,2,2,13.41,171.0864,62.0756
99970333,2,2,12.56,171.1015,60.1906
99970833,2,2,10.98,171.2546,62.6122
99970926,2,2,10.11,171.3116,63.4135
99971167,3,1,8.84,171.2439,65.2432
99971170,3,1,9.05,171.4475,65.2946
99971347,3,1,11.76,171.4919,65.3363
99971351,3,1,11.03,171.4810,65.3158
99971569,2,2,8.66,171.5404,63.8268
99971623,2,2,12.67,171.5640,63.4673
99971759,2,2,8.91,171.5545,62.4806
99971896,2,2,11.42,171.6660,61.6109
99971910,2,2,11.00,171.5780,61.5444
99971936,2,2,8.04,171.6423,61.3913
99972083,2,2,11.01,171.6141,60.5280
99972423,2,2,9.13,171.7506,61.6703
99972480,2,2,8.35,171.8057,62.1113
99972533,2,2,10.94,171.7484,62.3962
99988190,2,2,12.78,171.8242,64.1812
99988199,2,2,10.79,171.8793,64.2961
99988606,3,1,10.55,172.1214,64.8548
99988654,2,2,11.05,172.1611,64.5650
99989225,2,2,9.23,172.1255,60.5465
99989598,2,2,5.44,172.2675,61.7798
99989665,2,2,13.52,172.3589,62.1253
99989903,2,2,7.29,172.2586,63.5737
99989935,2,2,11.83,172.3208,63.7771
99989968,2,2,11.59,172.2899,64.0151
99990039,2,2,13.33,172.2475,64.4988
99990178,3,1,8.19,172.3032,65.5507
100008085,3,1,11.32,172.5902,65.2834
100008712,2,2,9.54,172.4725,63.1039
100008853,2,2,11.26,172.4529,62.6693
100009042,2,2,9.99,172.6406,61.8823
100009086,2,2,9.85,172.6654,61.6594
100009237,2,2,13.37,172.5351,61.0171
100010226,2,2,11.82,172.7567,62.8484
100010286,2,2,8.59,172.8055,63.1577
100010430,2,2,11.13,172.8396,64.1862
100010886,2,2,13.02,173.0520,64.2758
100010900,2,2,11.86,173.0762,64.1899
100011076,2,2,9.58,173.0404,62.8902
100011130,2,2,8.53,172.9803,62.5172
100011171,2,2,9.20,173.0840,62.3277
100011208,2,2,10.62,172.9862,62.0504
100011351,2,2,5.21,173.0860,61.0821
100011651,2,2,8.05,173.2646,60.6317
100011908,2,2,9.49,173.2008,62.3042
100011984,2,2,11.22,173.2863,62.7885
100012026,2,2,10.73,173.1812,63.0474
100012508,3,1,10.72,173.6173,65.6230
100012575,3,1,6.78,173.5287,65.2412
100012836,2,2,13.35,173.4320,63.6116
100012963,2,2,15.96,173.4483,62.7210
100013460,2,2,17.05,173.7975,60.2324
100013600,2,2,15.06,173.6859,61.1403
100013706,2,2,8.98,173.7228,61.8778
100013827,2,2,8.08,173.8682,62.6356
100014010,2,2,8.14,173.7839,63.8339
100014076,3,1,9.76,173.8053,64.3116
101574880,1,3,8.07,144.0347,32.4644
101575244,1,2,11.85,144.0439,34.7002
101575264,1,2,9.52,144.0158,34.8220
101575268,1,2,11.32,144.1147,34.8668
101575488,1,2,7.00,144.2229,35.5989
101575545,1,2,12.91,144.1416,35.2357
101575611,1,2,9.91,144.1573,34.8138
101575737,1,2,9.75,144.2193,34.1067
101575815,1,2,16.66,144.2855,33.5678
101576089,1,3,8.36,144.1815,32.1228
101576116,1,3,9.75,144.2686,31.9414
101576233,1,3,3.90,144.1786,31.1615
101576494,1,3,10.93,144.3923,30.2234
101577300,1,2,10.62,144.3812,34.9702
101577317,1,2,11.72,144.3782,35.0613
101592258,1,2,13.83,144.5671,33.4489
101592520,1,3,9.11,144.6200,31.8487
101592652,1,3,11.13,144.6069,31.1898
101592764,1,3,8.21,144.6486,30.7614
101592995,1,1,10.57,159.4423,30.5576
101593283,1,1,8.75,159.4344,32.5181
101593310,1,1,7.88,159.4496,32.6871
101593317,1,1,9.35,159.4310,32.7337
101593390,1,1,10.91,159.5440,33.1798
101593512,1,1,5.26,159.4676,34.0787
101593621,1,1,10.70,159.4338,34.8194
101593628,1,1,9.14,159.5478,34.8654
101593861,1,1,10.53,160.2472,35.3670
101594086,1,1,9.95,160.2179,33.6477
101594118,1,1,9.77,160.2132,33.3760
101594277,1,1,11.99,160.2112,32.2050
101594312,1,1,9.44,160.2245,31.9250
101594351,1,1,10.91,160.1122,31.6571
101614934,1,1,7.78,160.2306,30.2007
101615008,1,1,10.43,160.3496,30.1743
101615097,1,1,11.77,160.3325,30.9964
101615135,1,1,11.04,160.3755,31.3267
101615349,1,1,11.47,160.3125,32.7484
101615560,1,1,11.07,160.2916,34.2725
101615566,1,1,11.56,160.2662,34.3057
101615640,1,1,10.49,160.2682,34.7980
101615701,1,1,11.38,160.3300,35.2753
101615815,1,1,11.17,160.4634,35.7704
101615938,1,1,11.87,160.4750,34.7455
101615999,1,1,8.72,160.4913,34.2825
101616020,1,1,10.00,160.3904,34.1810
101616168,1,1,9.05,160.5186,33.1499
101616375,1,1,10.80,160.4677,31.5520
101616558,1,1,10.42,160.4464,30.1831
101616709,1,1,11.46,160.5341,30.8838
101616725,1,1,10.19,160.6149,31.0294
101616726,1,1,10.80,160.6372,31.0355
101616752,1,1,12.46,160.5712,31.2846
101616821,1,1,3.85,160.5469,31.6969
101616860,1,1,10.52,160.6153,32.0905
101616893,1,1,10.12,160.6311,32.4356
101623466,1,1,10.55,160.6463,33.6541
101623534,1,1,11.51,160.5407,34.1681
101623787,1,1,10.04,163.5759,35.5646
101623866,1,1,11.18,163.5109,34.7727
101623877,1,1,15.11,163.5344,34.6618
101623953,1,1,7.88,163.5425,34.1309
101624157,1,1,10.66,163.5229,32.3697
101624378,1,1,7.05,163.6069,30.5319
101624385,1,1,9.29,163.5856,30.4828
103687111,2,2,9.74,153.5736,66.0257
103687176,2,2,10.01,153.9303,66.0781
103687336,2,2,10.79,153.8438,66.7457
103689487,2,2,8.50,154.1669,66.7711
103689855,2,2,13.41,154.6105,66.7732
103689933,2,2,11.07,154.7103,67.1108
103691996,2,2,11.82,154.7826,66.4920
103692065,2,2,14.76,154.8802,66.1835
103692258,2,2,12.45,155.0943,66.6977
103700194,2,2,8.18,155.3562,67.9578
103700423,2,2,13.01,155.3284,66.6876
103700545,2,2,13.77,155.4488,66.1112
103700673,2,2,10.42,155.8011,66.4232
103700861,2,2,16.67,155.8016,67.4181
103701014,2,2,11.01,155.7206,68.1615
103741287,2,2,10.24,155.9615,67.7761
103741366,2,2,9.56,156.1468,67.4362
103741608,2,2,11.33,156.1746,66.1103
103741830,2,2,8.24,156.3979,66.9384
103741846,2,2,10.62,156.3683,67.0336
103743279,3,1,9.88,156.7360,69.3074
103743317,3,1,12.23,156.7225,69.0704
103743377,3,1,9.84,156.6636,68.7866
103743667,2,2,10.13,156.8149,67.4788
103743671,2,2,10.90,156.7160,67.4701
103743734,2,2,10.26,156.5512,67.1628
103750241,2,2,10.85,156.8463,66.7315
103750262,2,2,10.17,156.9260,66.8598
103750385,2,2,10.82,157.0075,67.3781
103750651,3,1,8.38,156.8645,68.8562
103750710,3,1,10.68,157.1106,69.1708
103751623,3,1,10.55,157.3700,69.9044
103752440,2,2,10.32,157.5929,66.2043
103752817,3,1,11.14,157.6625,68.4081
103752843,3,1,13.14,157.6589,68.5489
103752961,3,1,11.31,157.7060,69.1082
103753070,3,1,10.96,157.6312,69.6827
103753153,3,1,12.75,157.6239,70.1212
103753764,3,1,9.12,157.7839,70.1589
103753850,3,1,13.39,157.9960,69.6587
103753867,3,1,13.30,157.7854,69.5632
103754110,3,1,9.31,157.7968,68.3548
103754380,2,2,11.06,157.9005,66.8069
103754451,2,2,13.27,157.7682,66.4178
103754466,2,2,6.79,157.8292,66.3125
103754527,2,2,10.57,157.9598,65.9747
103754627,2,2,10.84,158.2404,66.4138
103802175,3,1,10.25,158.5312,70.4065
103802294,3,1,5.76,158.5727,69.7645
103802691,2,2,7.99,158.5396,67.5248
103802729,2,2,11.14,158.5777,67.3550
103802765,2,2,8.77,158.3452,67.1443
103802941,2,2,15.65,158.4346,66.2701
103803078,2,2,9.57,158.9026,66.3879
103803177,2,2,10.63,158.7451,67.0439
103803272,2,2,8.83,158.8166,67.5734
103803277,2,2,11.43,158.6485,67.5935
103803520,3,1,8.09,158.6943,68.8635
103803629,3,1,9.47,158.8334,69.4457
103803959,3,1,11.26,158.7854,71.3601
103804303,3,1,10.56,159.0476,70.7050
103804490,3,1,11.59,158.9968,69.6903
103804702,3,1,11.12,158.9647,68.5399
103805387,2,2,10.44,159.3234,67.1504
103805849,3,1,8.67,159.2675,69.7191
103806003,3,1,8.62,159.3365,70.6618
103806085,3,1,16.00,159.2249,71.1801
103806450,3,1,9.44,159.7298,70.4141
103806579,3,1,11.20,159.6064,69.6951
103806682,3,1,9.30,159.6610,69.1334
103807357,2,2,10.73,159.8040,66.6332
103807627,3,1,9.45,159.8575,67.9736
103807994,3,1,11.17,160.1005,69.9817
103808072,3,1,12.16,159.8669,70.4237
103808371,3,1,11.17,160.2572,71.7039
103808392,3,1,10.54,160.2435,71.5886
103808645,3,1,12.52,160.2150,70.0763
103808655,3,1,11.15,160.1460,70.0075
103809242,2,2,10.74,160.1218,66.6970
105378463,1,2,11.53,141.8796,43.6157
105378497,1,2,8.85,141.8756,43.7597
105438723,1,2,10.28,142.1856,43.6984
105438724,1,2,9.69,142.0635,43.6815
105439337,1,2,8.13,142.2583,43.2146
105439663,1,2,9.15,142.3533,44.7734
105439697,1,2,10.78,142.3228,44.9595
105440452,2,3,6.33,143.5809,46.9020
105440544,2,3,11.59,143.5610,46.4460
105440642,2,3,13.63,143.5693,45.9883
105440997,1,2,9.83,143.5260,44.0362
105482913,1,2,10.90,143.5103,43.0630
105483181,1,2,10.26,143.8176,42.0694
105483463,1,2,11.41,143.8230,43.3928
105483519,1,2,8.22,143.7858,43.6734
105484598,2,3,10.51,143.9512,46.2808
105484834,1,2,13.11,143.9340,44.9934
105485102,1,2,14.37,143.8517,43.5183
105485423,1,2,10.11,144.0800,42.0785
105485456,1,2,11.17,144.1378,42.2611
105485567,1,2,10.70,144.0063,42.8587
105485569,1,2,10.91,144.0076,42.8622
105485590,1,2,8.37,144.0362,42.9666
105485591,1,2,10.92,144.1130,42.9712
105485736,1,2,9.24,144.0298,43.6747
105485910,1,2,9.35,144.0393,44.5668
105485924,1,2,11.18,144.0079,44.6146
105486034,1,2,10.83,144.0735,45.1401
105486062,1,2,10.31,144.0217,45.3057
105486419,2,3,10.95,144.1267,47.2688
105486461,2,3,7.88,144.0261,47.5215
105486791,2,3,11.11,144.4442,46.4861
105486907,2,3,7.81,144.4651,45.9030
105487083,1,2,8.50,144.3910,45.0806
105487206,1,2,10.49,144.4644,44.4409
