#
# Full target list for orbit 107, sector 50
# Created Mon Feb 28 10:01:21 EST 2022 
# Concatenation of GI astero exo bright DDT ppas spm1 GI2 exo2 lists
#
TICID,Camera,CCD,Tmag,RA,Dec
154256635,3,1,7.81,209.9204,52.1584
154256652,3,1,9.50,210.0504,52.0632
154256682,3,1,11.24,209.9047,51.8575
154257007,3,1,11.13,209.9013,49.7242
154257128,3,1,12.16,209.8947,49.1803
154257406,3,1,8.12,210.1847,48.0098
154257924,3,1,11.32,210.2254,50.8539
154257960,3,1,13.46,210.1800,51.1234
154257989,3,1,10.57,210.1957,51.2912
154258012,3,1,11.02,210.1568,51.4291
154258742,3,1,10.12,210.3447,52.1953
154271036,3,1,8.74,210.3536,48.1745
154271377,3,1,10.78,219.7019,46.4801
154271433,3,1,8.36,219.6972,46.2361
154271536,3,1,8.95,219.5879,45.6659
154271615,3,1,8.01,219.6868,45.3308
154271808,3,1,5.40,219.7087,44.4044
154271893,3,1,8.31,219.7218,43.9280
154272050,3,1,10.57,219.6172,43.0768
154272060,3,1,8.75,219.6225,42.9607
154272392,3,1,11.35,223.9887,47.1504
154272623,3,1,10.55,223.9763,45.9859
154272661,3,1,10.88,223.9752,45.7663
154272689,3,1,10.80,223.9864,45.5852
154272736,3,1,10.46,223.8729,45.3783
154273315,3,2,13.07,223.8329,42.6822
154293671,3,2,10.97,224.4074,43.6084
154346098,3,1,13.99,221.8545,53.7400
154346102,3,1,8.53,221.9236,53.7076
154357527,3,1,15.69,221.9212,52.0879
154357529,3,1,11.16,221.8988,52.0723
154357942,3,1,10.05,221.9053,49.5594
154358045,3,1,11.62,221.9897,48.9650
154358079,3,1,11.25,221.9365,48.7858
154358093,3,1,9.99,221.9866,48.7453
154359160,3,1,6.37,214.2638,54.5425
154359424,3,1,12.61,214.5239,54.8273
154359427,3,1,10.37,214.6272,54.8417
154359487,3,1,9.11,214.4808,55.2029
154359529,3,1,12.40,214.5087,55.4535
154381790,3,4,8.77,214.4473,59.0606
154382028,3,4,8.14,214.7877,59.3025
154382064,3,4,8.18,214.6923,58.9975
154382096,3,4,10.82,214.8147,58.8354
154382580,3,1,10.93,214.6750,55.8311
154382598,3,1,10.98,214.6604,55.7564
154382738,3,1,6.32,214.7328,54.8638
154383116,3,4,11.20,215.4727,58.4162
154383331,3,1,8.27,215.5956,56.8877
154383461,3,1,7.62,215.6204,55.8711
154383539,3,1,11.09,215.6020,55.3345
154383566,3,1,11.35,215.6408,55.1043
154383758,3,4,13.09,217.6475,59.7246
154383991,3,4,10.22,217.7249,58.1548
154384285,3,1,8.55,217.7117,56.2494
154384371,3,1,9.59,217.7378,55.7105
154384818,3,1,8.21,217.8336,55.1658
154385126,3,4,8.53,217.8622,57.5531
154385183,3,4,8.53,217.7773,58.0122
154385207,3,4,11.21,217.7906,58.1653
155897867,3,1,8.73,218.9063,53.6980
155898037,3,1,11.54,218.9473,52.5582
155898358,3,1,11.45,218.8146,50.3931
155898758,3,1,12.58,218.8739,48.0840
155899158,3,1,12.48,220.6739,50.1065
155899430,3,1,16.14,220.7570,51.7361
155899495,3,1,11.36,220.6341,52.1752
155899838,3,1,7.94,221.2514,48.2015
155900067,3,1,8.15,221.1572,49.6828
155914426,3,1,13.22,221.1513,51.2851
155914571,3,1,11.03,221.2879,52.1933
155914830,3,1,11.64,221.4485,53.8839
155915173,3,1,8.39,221.4904,51.6266
155915231,3,1,10.57,221.3891,51.1790
155915269,3,1,8.70,221.3400,51.0181
155915950,3,2,10.25,226.8213,42.8246
155916100,3,2,11.19,226.8500,43.5650
155916287,3,2,11.19,226.7833,44.6091
155916542,3,2,11.49,226.8062,46.3348
155916612,3,2,11.44,226.8388,46.7984
155942366,3,2,10.95,227.0327,46.5098
155943337,3,2,11.50,227.1944,42.5000
155943480,3,2,11.30,227.1912,43.2048
155943582,3,2,10.33,227.2134,43.7219
155944503,3,2,11.21,227.3539,46.6595
155944749,3,2,10.12,227.3644,45.2368
155947004,3,2,11.90,227.3059,44.7008
155947121,3,2,10.57,227.3785,43.9828
155947147,3,2,11.57,227.2941,43.8599
155947261,3,2,10.77,227.3161,43.2238
155947341,3,2,8.64,227.3127,42.8445
155947549,3,2,10.87,231.3971,41.9372
155947595,3,2,9.91,231.4339,42.1790
155947597,3,2,8.71,231.4732,42.1930
155947880,3,2,14.71,231.4728,43.6910
155948006,3,2,5.92,231.4963,44.3023
155948022,3,2,11.17,231.4272,44.4003
155948109,3,2,10.58,231.3584,44.8434
155948136,3,2,11.14,231.4773,45.0032
155948254,3,2,8.94,231.3553,45.5800
155948315,3,2,6.74,231.3721,45.9482
155948847,3,2,10.79,231.5666,47.1935
155949115,3,2,11.47,231.6169,45.6259
155949425,3,2,7.19,231.6120,44.0030
155949531,3,2,11.89,231.5343,43.4758
155949617,3,2,10.53,231.6341,42.9234
155949642,3,2,10.58,231.5642,42.7657
155949906,3,2,11.52,234.9177,42.4359
155968755,3,2,5.50,234.8835,42.6970
155968760,3,2,11.55,234.8556,42.7037
155968777,3,2,9.29,234.8284,42.7882
155968915,3,2,11.00,234.8857,43.4762
155968925,3,2,10.53,234.7957,43.5297
155968961,3,2,11.89,234.9020,43.6962
155968973,3,2,11.99,234.8225,43.7623
155969219,3,2,7.80,234.7994,45.1175
155969363,3,2,8.05,234.7804,45.8677
155970163,3,2,11.18,234.9523,45.9350
155970393,3,2,7.11,235.0735,44.8310
155970472,3,2,11.04,234.9573,44.4172
155970575,3,2,6.83,235.0891,43.8468
155970640,3,2,9.84,235.0252,43.4922
155970641,3,2,10.20,235.0259,43.4911
155970940,3,2,11.25,234.9630,41.9815
155971010,3,2,10.37,235.1140,42.1916
155971377,3,2,15.60,235.0882,43.7892
155971514,3,2,10.90,235.2055,44.4295
155986992,3,2,8.16,235.3899,46.7184
155987172,3,2,9.74,235.2767,45.8623
155987181,3,2,11.94,235.2710,45.8203
155988053,3,2,7.76,235.4932,42.0514
155988479,3,2,11.79,235.5565,43.9349
155988526,3,2,11.55,235.4412,44.1626
155988569,3,2,11.09,235.5608,44.3390
155988736,3,2,8.80,235.5347,45.0147
155997423,3,2,6.64,235.6577,45.7624
155997652,3,2,8.25,235.6149,44.8066
155997900,3,2,8.68,235.7039,43.6368
155998264,3,2,10.78,235.7331,42.0855
155998588,3,2,14.18,235.8832,43.1360
155998626,3,2,9.76,235.7510,43.2655
155998778,3,2,10.74,235.8542,43.9713
155999128,3,2,10.30,235.8316,45.4700
156000279,3,2,7.58,236.0224,45.3163
156000373,3,2,11.27,235.9272,44.8478
156004616,3,2,13.73,235.9555,44.0286
156004774,3,2,11.45,235.9789,43.3962
156004916,3,2,8.17,236.0339,42.7200
156005348,3,2,13.41,236.1339,42.9449
156005850,3,2,16.46,236.2367,45.2561
156006074,3,2,11.96,236.1526,46.3229
156006085,3,2,11.02,236.1450,46.3808
156006692,3,2,11.25,236.3201,46.9900
156006744,3,2,11.32,236.3442,46.7263
156006987,3,2,8.19,236.2531,45.6878
156007004,3,2,13.39,236.2363,45.6278
156007433,3,2,14.21,236.3767,43.8438
156007554,3,2,11.65,236.3735,43.2924
156007850,3,2,9.36,236.2523,42.0971
156007854,3,2,11.98,236.3968,42.0851
156007855,3,2,12.19,236.3749,42.0803
156065408,3,2,10.00,236.5306,42.7048
156065453,3,2,11.27,236.5268,42.9407
156065511,3,2,10.64,236.4416,43.1652
156065726,3,2,11.06,236.4160,44.1121
156066228,3,2,9.87,236.5521,46.4830
156066573,3,2,11.43,236.8052,42.1413
156067071,3,2,8.91,236.7432,44.6042
156067108,3,2,10.40,236.8508,44.7667
156067188,3,2,9.96,236.8633,45.1086
156067195,3,2,10.79,236.8620,45.1322
156067381,3,2,10.72,236.8070,46.0652
156067382,3,2,10.93,236.8550,46.0883
156067446,3,2,9.74,236.7486,46.3670
156067565,3,2,6.54,236.7232,46.9863
156067588,3,2,11.49,236.7297,47.0766
156067789,3,2,8.34,236.9322,47.8930
156067948,3,2,11.39,236.9379,47.1756
156068053,3,2,11.37,236.9431,46.6839
156068159,3,2,9.16,237.0085,46.2680
156068280,3,2,5.75,236.9430,45.7329
156072447,3,2,11.91,237.0155,42.8889
156072753,3,2,8.06,237.1715,42.3294
156072994,3,2,10.12,237.1461,43.4791
156073827,3,2,15.91,237.1803,47.4933
156074324,3,2,10.10,237.3531,46.1396
156074363,3,2,10.26,237.3186,45.9814
156074400,3,2,8.58,237.2415,45.7944
156074763,3,2,8.38,237.2778,44.1700
156074920,3,2,11.17,237.2816,43.5430
156079033,3,2,11.55,237.3417,41.9033
156079089,3,2,10.89,237.4856,42.1977
156079141,3,2,9.71,237.5209,42.4506
156079221,3,2,9.48,237.4632,42.7889
156079265,3,2,11.72,237.5071,42.9978
156079394,3,2,10.77,237.5311,43.5977
156079584,3,2,7.82,237.4581,44.5221
156079851,3,2,10.31,237.5053,45.9206
156079993,3,2,11.21,237.4667,46.5984
156080409,3,2,11.82,237.5916,47.2533
156080705,3,2,12.21,237.6185,45.9640
156081060,3,2,13.45,237.5976,44.2938
156081769,3,2,6.93,237.7386,42.5656
156082905,3,2,16.15,237.7650,47.4580
156514937,2,3,11.77,212.9916,29.7315
156515517,2,4,9.25,212.8925,26.1968
156561853,2,4,10.82,213.0398,26.8356
156562359,2,3,10.96,213.2035,29.6574
156562850,2,4,10.91,213.2201,26.7056
156562958,2,4,11.11,213.1407,26.1186
156563112,2,4,10.41,213.2576,25.1650
156563222,2,4,9.60,213.2056,24.5342
156563308,2,4,11.52,213.2072,24.0122
156566293,2,3,10.62,213.4364,29.8877
156566894,2,4,8.39,213.5331,27.9334
156567991,2,4,10.71,213.4711,24.7994
156568225,2,4,11.14,213.4470,24.1001
156568801,2,4,11.30,213.7440,28.0961
156568958,2,4,10.91,213.7914,27.5686
156569170,2,4,10.46,213.7921,26.9008
156569304,2,4,8.09,213.6921,26.5237
156569427,2,4,13.13,213.6799,26.2777
156569768,2,4,10.72,213.7284,25.1670
156569813,2,4,8.82,213.7298,25.0120
156569872,2,4,10.95,213.7968,24.8385
156585221,2,4,10.11,213.9415,27.3031
156585506,2,4,11.35,214.0244,25.6242
156586120,2,4,8.05,214.1092,25.6522
156586330,2,4,11.36,214.1160,26.7374
156586420,2,4,10.71,214.1228,27.3503
156586629,2,4,8.49,214.1394,28.6970
156586993,2,4,10.27,214.2521,28.8653
156587280,2,4,8.72,214.2974,27.2842
156587452,2,4,8.59,214.2197,26.3657
156587511,2,4,10.74,214.2681,26.0266
156600137,2,4,9.67,214.2570,24.4971
156600517,2,4,10.48,214.4463,25.2968
156600947,2,4,11.17,214.4232,27.7438
156601066,2,4,11.14,214.3500,28.2223
156601541,2,4,11.17,214.5457,29.0462
156601866,2,4,9.95,214.5712,27.3450
156601965,2,4,7.51,214.5340,26.7950
156602085,2,4,11.67,214.5405,26.2956
156602624,2,4,12.72,214.7170,24.5216
156615749,2,4,10.97,214.6492,26.3837
156615981,2,4,10.61,214.6193,27.6114
156616119,2,4,7.22,214.6402,28.4399
156616177,2,4,11.02,214.7123,28.7553
156616299,2,4,9.44,214.6200,29.4666
156616426,2,4,8.61,214.8387,29.6554
156616562,2,4,11.03,214.7447,28.9123
156616565,2,4,11.60,214.8240,28.9016
156616664,2,4,10.54,214.8621,28.3140
156616665,2,4,11.58,214.7466,28.3085
156616855,2,4,9.27,214.8588,27.2888
156617016,2,4,10.59,214.8261,26.3216
156617710,2,4,10.32,214.8989,25.5427
156617791,2,4,10.42,214.9087,25.9973
156623087,2,4,10.42,215.0712,29.2181
156623200,2,4,8.62,215.0666,28.4965
156623476,2,4,8.66,215.0862,26.9883
156623726,2,4,14.02,215.0309,25.4884
156623835,2,4,11.75,215.0443,24.9053
156624044,2,4,10.35,215.2325,24.2545
156624111,2,4,10.97,215.2546,24.6639
156624126,2,4,8.71,215.1298,24.7451
156624284,2,4,11.13,215.1590,25.5087
156624406,2,4,5.97,215.1879,26.0755
156624413,2,4,11.90,215.2210,26.0999
156624837,2,4,10.82,215.1600,28.8113
156624844,2,4,11.12,215.1917,28.8635
156624866,2,4,11.90,215.2513,28.9498
156624902,2,4,11.05,215.2234,29.1623
156640148,2,4,10.39,215.2625,27.5931
156640402,2,4,11.26,215.3639,26.1898
156640837,2,4,10.52,215.4889,24.0265
156640868,2,4,8.54,215.4108,24.1447
156641043,2,4,10.96,215.4753,25.2696
156641192,2,4,9.26,215.4690,26.0642
156641237,2,4,11.82,215.5153,26.3795
156641668,2,4,11.08,215.4776,29.3365
156641715,2,4,7.25,215.4839,29.6277
156641899,2,4,3.63,215.5581,29.3698
156642128,2,4,9.17,215.5489,28.1290
156646162,2,4,10.81,215.6053,24.5730
156646255,2,4,12.38,215.5820,23.8767
156646310,2,4,19.85,215.7068,24.2475
156646311,2,4,14.49,215.7062,24.2491
156646399,2,4,9.26,215.6856,24.8288
156646494,2,4,5.83,215.7773,25.3386
156646833,2,4,10.22,215.7564,27.2051
156646901,2,4,13.32,215.6872,27.5059
156646916,2,4,11.18,215.6901,27.5935
156647037,2,4,10.83,215.7751,28.2776
156647375,2,4,10.80,215.8134,29.6491
156647553,2,4,10.23,215.8376,28.5929
156647911,2,4,9.68,215.8635,26.8236
156648229,2,4,10.28,215.8398,25.1515
156648452,2,4,11.88,215.8015,24.0766
156648491,2,4,8.21,216.1526,29.8291
156648506,2,4,9.63,216.1516,29.7390
156673628,2,4,10.88,216.1810,28.3156
156673718,2,4,10.73,216.1170,27.8463
156673921,2,4,10.42,216.1612,26.8023
156674432,2,4,8.04,216.1205,24.7420
156674990,2,4,8.37,216.2830,26.1623
156675389,2,4,10.92,216.2787,28.3206
156675412,2,4,10.62,216.2956,28.4503
156675658,2,4,11.07,216.2602,29.6682
156675729,2,4,9.78,216.3991,29.8422
156676255,2,4,8.79,216.3966,26.9143
156691155,2,4,13.27,216.3941,25.6680
156691722,2,4,11.02,216.5447,25.1574
156692044,2,4,10.82,216.5241,26.9036
156692207,2,4,11.23,216.5144,27.7343
156692388,2,4,16.82,216.4966,28.7874
156692471,2,4,9.23,216.5091,29.2285
156692621,2,4,9.86,216.6948,29.7992
156692742,2,4,16.07,216.6360,29.0473
156692996,2,4,15.59,216.6469,27.6488
156692997,2,4,7.56,216.6454,27.6452
157201137,1,2,15.99,196.4244,18.0179
157201221,1,2,7.95,196.4314,18.5382
157201233,1,2,8.64,196.3564,18.5805
157201374,1,2,14.26,196.4012,19.5856
157201502,1,2,11.50,196.3716,20.5104
157201537,1,2,19.21,196.4209,20.7780
157224985,1,2,8.25,206.8229,19.0568
157225094,1,2,11.02,206.8451,19.7388
157225097,1,2,13.04,206.8454,19.7584
157225157,1,2,8.82,206.8280,20.1315
157225584,2,3,11.58,206.8110,23.1300
157294683,2,3,11.83,206.8004,23.7520
157350598,3,2,10.61,237.9006,46.8057
157363771,3,2,10.47,237.8990,43.2597
157363808,3,2,11.73,237.9349,43.0814
157364190,3,2,4.03,238.1726,42.4554
157364226,3,2,8.35,238.1740,42.5871
157364242,3,2,11.33,238.0653,42.6662
157364265,3,2,10.88,238.1864,42.7714
157364971,3,2,8.05,238.1699,46.0514
157365951,3,2,11.85,238.2696,44.9630
157366284,3,2,8.66,238.3139,43.3866
157366724,3,2,8.79,238.5222,42.5216
157375047,3,2,9.05,238.6096,47.4601
157375274,3,2,9.81,238.5627,46.3573
157375286,3,2,16.62,238.6092,46.2854
157375949,3,2,3.41,238.6574,43.1390
157376085,3,2,11.23,238.5932,42.5854
157376353,3,2,11.01,238.7717,42.4117
157376396,3,2,9.84,238.8437,42.5911
157376406,3,2,10.01,238.7856,42.6475
157376436,3,2,10.96,238.7440,42.7694
157376469,3,2,13.87,238.7755,42.9006
157376632,3,2,11.26,238.7986,43.6661
157376634,3,2,10.96,238.8367,43.6735
157376829,3,2,10.81,238.7844,44.6308
157376905,3,2,8.03,238.7528,44.9889
157419358,3,2,11.77,238.8941,46.7148
157419431,3,2,10.50,239.0021,46.3738
157419860,3,2,9.41,238.9356,44.2313
157419976,3,2,10.34,238.9457,43.6654
157420011,3,2,10.34,238.9563,43.5358
157420143,3,2,9.92,238.9289,42.9237
157420172,3,2,10.92,238.9674,42.8407
157420220,3,2,5.82,238.8773,42.5663
157836614,1,4,12.56,203.7590,-1.6148
157836621,1,4,11.39,203.8193,-1.6345
157836756,1,4,10.71,203.7431,-2.3177
157836797,1,4,8.95,203.8319,-2.4797
157838356,1,4,13.28,203.8799,-1.9915
157838548,1,4,12.02,203.8626,-0.9618
157838641,1,4,8.65,203.8534,-0.3880
157838901,1,4,6.53,204.0597,-0.9313
157839136,1,4,10.58,203.9696,-2.0886
157839328,1,4,8.32,204.0774,-2.9388
157839442,1,4,8.85,204.0431,-3.4844
157843043,1,4,16.26,204.2002,-3.6157
157843108,1,4,11.98,204.1393,-3.3435
157843380,1,4,11.21,204.1386,-2.0078
157843577,1,4,10.78,204.1447,-0.9699
157843910,1,4,10.97,204.3154,-0.6590
157844170,1,4,12.64,204.2689,-1.9178
157857827,1,4,9.91,204.3985,-2.3106
157857896,1,4,11.62,204.3550,-1.9340
157858229,1,4,8.41,204.3764,-0.2214
157858244,1,4,9.94,204.4112,-0.1658
157858555,1,4,9.16,204.5636,-1.2876
157858731,1,4,8.19,204.4716,-2.0893
157858973,1,4,5.63,204.4457,-3.2362
157881193,2,4,8.68,217.2877,29.5383
157881217,2,4,11.22,217.3049,29.4502
157881253,2,4,9.82,217.3650,29.2597
157881369,2,4,9.34,217.3150,28.6605
157881386,2,4,10.88,217.3513,28.5237
157881670,2,4,11.16,217.3512,26.8743
157881735,2,4,8.22,217.3661,26.5970
157882287,2,4,8.80,217.4821,24.1227
157882560,2,4,9.49,217.4178,25.3345
157904307,2,4,11.08,217.5087,26.6238
157904469,2,4,11.39,217.4929,27.6002
157904547,2,4,15.60,217.4969,28.0593
157904800,2,4,12.09,217.5026,29.4222
157904821,2,4,16.44,217.5165,29.5025
157904829,2,4,11.83,217.4965,29.5644
157905012,2,4,11.72,217.5762,29.1821
157905387,2,4,10.94,217.5215,27.2103
157905784,2,4,8.14,217.6183,25.0899
157906797,2,4,9.86,217.7392,27.2003
157906847,2,4,14.05,217.7711,27.4865
157906925,2,4,9.07,217.7644,28.0100
157911872,2,4,11.11,217.8091,28.2420
157912382,2,4,13.65,217.8229,25.6996
157912441,2,4,14.24,217.8280,25.5011
157912593,2,4,10.37,217.8757,24.7680
157912934,2,4,12.89,217.9171,24.7876
157913070,2,4,12.79,218.0116,25.4735
157913117,2,4,11.20,217.9400,25.6525
157913186,2,4,9.53,217.9792,26.0353
157913697,2,4,8.58,218.0035,28.6358
157914214,2,4,11.41,218.0519,28.5754
157914254,2,4,10.35,218.1489,28.4143
157934515,2,4,5.78,218.0838,26.6771
157934728,2,4,10.87,218.0586,25.5794
157935234,2,4,10.38,218.2518,24.9188
157935241,2,4,11.02,218.2478,24.9568
157935653,2,4,8.65,218.2461,27.0485
157935995,2,4,10.55,218.2250,28.7614
157936803,2,4,9.70,218.3664,27.0621
157936836,2,4,11.48,218.3364,26.9039
157965408,2,4,14.00,218.4046,24.7597
157965765,2,4,16.74,218.4858,24.8528
157965878,2,4,9.76,218.5262,25.4917
157965879,2,4,9.83,218.4646,25.4920
157966059,2,4,10.76,218.4496,26.3903
157967045,2,4,13.71,218.7081,28.5729
157967144,2,4,8.26,218.6720,28.1837
157967295,2,4,9.98,218.6290,27.3689
157967733,2,4,9.77,218.6774,25.2619
157967908,2,4,8.61,218.6959,24.4383
157967922,2,4,8.38,218.5858,24.3918
157968186,2,4,8.91,218.8031,24.6392
157969599,2,4,11.19,218.8257,26.1494
157969834,2,4,8.74,218.7392,27.3920
157969890,2,4,10.82,218.8054,27.6476
157970137,2,4,16.02,218.7763,28.7974
157970748,2,4,12.79,218.9584,27.8611
157970817,2,4,11.18,218.9706,27.4787
157971096,2,4,11.40,218.8982,26.0673
157971276,2,4,9.47,218.9582,25.1364
157971313,2,4,7.51,218.9696,24.9384
157971591,2,4,8.76,218.9799,24.2194
157972044,2,4,8.10,219.0180,26.4093
157972244,2,4,6.58,219.1002,27.4850
157979698,2,4,16.12,219.1733,28.7477
157980214,2,4,10.21,219.1153,26.1372
157980286,2,4,11.80,219.2064,25.8343
157980538,2,4,10.88,219.1640,24.6144
157980805,2,4,11.01,219.2904,24.6252
157981251,2,4,12.82,219.3255,26.8837
157987530,3,1,9.89,215.3934,46.9954
157987715,3,1,11.74,215.4666,45.8819
157987722,3,1,10.30,215.4596,45.8374
157987932,3,1,8.41,215.4430,44.5652
157988011,2,2,8.60,215.4948,44.0974
157988030,2,2,5.89,215.4357,43.9964
157988067,2,2,11.31,215.4246,43.7092
157988571,2,2,10.55,215.6348,43.4748
157997140,2,4,13.22,219.4297,26.2815
157997755,2,4,10.66,219.5674,24.4325
157997907,2,4,8.71,219.5646,25.1570
157998521,2,4,12.98,219.6409,28.4688
157998525,2,4,12.30,219.6124,28.5049
157998765,2,1,14.84,219.5175,29.8544
157999134,2,4,8.15,219.6905,28.1571
157999169,2,4,11.35,219.6437,27.9954
157999313,2,4,10.65,219.7651,27.0289
157999463,2,4,11.63,219.7563,26.2888
157999471,2,4,10.73,219.6945,26.2243
157999624,2,4,10.63,219.7636,25.3873
158002647,3,1,9.36,215.5396,45.2111
158002684,3,1,10.71,215.6200,45.4003
158002900,3,1,10.46,215.5796,47.0405
158003144,3,1,11.66,215.7444,47.1758
158003177,3,1,8.68,215.6709,46.9315
158003299,3,1,11.59,215.6807,46.2066
158003532,3,1,11.21,215.8050,44.5751
158004152,2,2,13.54,215.9675,43.0574
158004268,2,2,10.87,215.9784,43.8876
158004572,3,1,9.01,215.9189,45.9374
158004859,3,1,10.13,215.9681,47.6443
158004947,3,1,10.70,216.0557,47.5585
158014882,2,4,11.18,219.8988,24.0758
158014885,2,4,10.15,219.7944,24.0890
158016123,2,1,10.89,219.9787,29.6225
158016754,2,4,13.78,220.0271,26.7325
158016784,2,4,10.11,220.0237,26.5671
158016876,2,4,14.06,219.9651,25.9959
158017133,2,4,9.54,220.0080,24.6806
158017206,2,4,13.47,219.9621,24.3253
158017671,3,1,7.43,216.0306,46.7698
158017994,3,1,10.11,216.0405,44.5479
158018604,2,2,11.40,216.2330,43.0413
158018621,2,2,16.29,216.2124,43.1571
158018873,3,1,10.54,216.2519,44.7950
158019318,3,1,7.20,216.1614,47.8303
158019625,3,1,9.80,216.4174,45.8529
158019737,3,1,15.28,216.4267,45.1022
158019748,3,1,9.79,216.4659,45.0220
158020041,2,2,9.50,216.3430,43.0298
158020098,2,4,11.15,220.1100,25.4029
158020884,2,1,11.01,220.0960,29.6378
158020887,2,1,11.23,220.0880,29.6614
158021323,2,4,11.29,220.1754,27.8438
158021424,2,4,10.52,220.2188,27.3574
158021863,2,4,12.20,220.2099,25.0741
158021921,2,4,9.78,220.2359,24.7769
158022122,2,4,8.70,220.3157,24.0886
158022152,2,4,8.96,220.4276,24.2029
158022254,2,4,13.20,220.3591,24.6972
158022628,2,4,11.25,220.3622,26.7431
158022978,2,2,10.65,216.4495,42.5556
158023115,2,2,8.31,216.5103,42.2181
158023362,2,2,11.18,216.6096,43.7613
158023761,3,1,11.34,216.5401,46.2681
158024041,3,1,8.86,216.7930,47.9012
158024115,3,1,10.28,216.6972,47.5567
158024255,3,1,7.79,216.7234,46.6136
158024275,3,1,8.97,216.7216,46.4923
158024398,3,1,16.50,216.7833,45.6086
158025009,2,2,9.07,216.9233,41.9528
158025534,3,1,8.25,216.9020,45.0733
158032342,3,1,11.18,216.9124,45.7462
158032716,3,1,11.71,217.0402,47.7114
158032985,3,1,13.35,217.1243,45.9097
158033249,3,1,11.21,217.1300,44.1332
158033546,2,2,11.56,217.0820,42.3375
158033699,2,2,8.40,217.2551,42.5136
158034166,3,1,16.66,217.1417,44.0615
158035258,3,1,13.53,217.2638,46.7605
158035384,3,1,7.93,217.2310,47.1508
158035679,3,1,13.01,217.3481,47.9530
158035770,3,1,11.33,217.4459,47.7152
158036171,3,1,10.42,217.4356,46.7744
158064672,3,1,5.66,217.3122,44.2622
158064689,3,1,11.46,217.4237,44.1677
158065853,3,1,12.77,217.5524,46.5543
158066031,3,1,9.29,217.5138,47.6244
158066268,3,1,9.77,217.7490,46.7821
158066306,3,1,11.11,217.6562,46.6029
158066499,3,1,8.81,217.7809,45.3381
158066540,3,1,10.87,217.6559,45.1105
158066660,3,1,11.38,217.6235,44.4060
158066720,3,1,10.52,217.7663,44.0726
158066852,2,2,8.64,217.6402,43.3687
158067008,2,2,8.12,217.6731,42.5428
158073016,3,1,11.01,217.8408,44.2089
158073050,3,1,11.39,217.9391,44.3695
158073197,3,1,11.16,217.9389,45.3172
158073729,3,1,8.49,218.0382,47.2708
158074343,3,1,12.22,218.0356,44.0022
158075010,3,1,8.39,218.1843,43.7565
158075170,3,1,11.38,218.1355,44.8314
158085699,3,1,11.02,218.1509,46.5555
158085907,3,1,9.79,218.1967,47.9058
158086093,3,1,8.82,218.3326,46.8828
158086505,3,1,11.16,218.4166,44.3475
158086716,2,2,11.01,218.3802,43.0250
158087604,3,1,8.93,218.5904,46.0568
158088211,3,1,10.66,218.7496,46.0359
158105178,3,1,9.87,218.6366,45.3198
158106459,2,2,11.31,218.9174,42.8040
158106851,3,1,9.84,218.8756,43.9475
158461622,3,4,12.73,219.6977,59.4176
158461758,3,4,10.41,219.6328,58.7784
158461882,3,4,10.59,219.6435,58.1038
158462155,3,4,8.98,219.7361,56.8307
158462585,3,1,7.02,219.6556,54.8532
158462878,3,1,11.20,219.9762,54.4492
158462948,3,1,9.24,219.8597,54.7741
158463000,3,1,9.77,219.8554,54.9907
158494541,3,4,11.00,219.9056,56.7868
158496418,3,4,12.07,220.0675,58.6508
158496710,3,4,7.37,220.0429,57.7132
158497525,3,1,11.63,220.0378,54.1371
158497642,3,1,10.49,220.3667,54.1978
158497678,3,1,10.22,220.3296,54.3433
158498107,3,4,11.04,220.4094,56.4380
158513366,3,4,6.65,220.2552,57.9568
158513443,3,4,17.47,220.4457,58.2822
158513578,3,4,13.04,220.3723,58.8573
158514070,3,4,11.22,220.5790,58.4105
158514375,3,4,10.80,220.5830,56.9142
158514445,3,4,11.17,220.4572,56.5531
158514824,3,1,4.84,220.5970,54.8033
158514886,3,1,10.04,220.5676,54.3964
158515200,3,1,10.53,220.6426,54.8153
158515710,3,4,11.42,220.6418,56.8983
158515965,3,4,8.15,220.7571,58.0317
158516212,3,4,11.32,220.6867,59.2103
158532136,3,4,10.36,220.9533,59.6890
158532193,3,4,12.26,220.8898,59.3924
158532385,3,4,9.46,220.8512,58.6011
158533523,3,1,11.10,221.2163,54.1475
158533660,3,1,13.61,221.0750,54.7671
158534002,3,4,13.01,221.2337,56.1870
158534367,3,4,10.10,221.1249,57.7683
158534472,3,4,12.70,221.1026,58.2881
158534596,3,4,8.59,221.1022,58.8889
158534889,3,4,9.78,221.3816,59.6078
158535191,3,4,12.41,221.4487,58.4410
158538381,3,4,9.46,221.3647,57.6213
158538410,3,4,11.10,221.3009,57.5048
158539022,3,1,13.30,221.4230,55.0372
158539034,3,1,8.25,221.3716,54.9518
158539318,3,1,10.76,221.5050,54.1325
158539901,3,4,5.64,221.5975,56.6164
158540702,3,1,11.13,221.9157,54.2119
158541117,3,4,9.29,222.0117,56.1592
158541176,3,4,11.25,222.0157,56.4904
158541325,3,4,8.77,221.9691,57.3438
158562911,3,4,9.14,222.0747,58.9105
158563342,3,4,10.94,222.1759,58.8662
158563378,3,4,11.06,222.2623,58.7063
158563500,3,4,11.41,222.1607,58.1302
158563529,3,4,9.61,222.1862,57.9961
158563561,3,4,11.16,222.0956,57.8509
158563607,3,4,10.59,222.1087,57.6321
158563777,3,4,7.69,222.2771,56.8957
158563974,3,4,10.09,222.1839,55.9401
