#
# Full target list for orbit 89, sector 41
# Created Thu Aug  5 13:55:44 EDT 2021 
# Concatenation of GI astero exo bright DDT ppas spm1 GI2 exo2 lists
#
TICID,Camera,CCD,Tmag,RA,Dec
159418353,3,3,9.81,240.1706,83.2588
159418581,3,3,9.19,240.6790,78.3122
159419183,3,3,13.33,240.5033,80.6108
159419196,3,3,11.05,240.6823,80.6581
159419623,3,3,13.36,240.6935,82.4811
159419764,3,3,12.87,240.2401,83.3721
159419968,3,3,9.37,241.3150,78.2705
159420138,3,3,8.09,241.2394,78.8697
159420492,3,3,12.52,240.9821,80.1751
159420856,3,3,8.81,240.8587,81.7063
159436661,3,3,8.40,240.9411,82.4731
159436907,3,3,13.39,240.8175,83.6038
159438280,3,3,10.11,241.8045,83.0188
159438720,3,3,13.45,242.3036,78.8217
159439746,3,3,8.76,242.2427,83.3630
159441328,2,3,11.82,290.5115,44.5560
159441621,2,3,13.27,290.4715,44.3870
159442367,2,3,13.21,290.5509,43.9943
159444225,2,3,11.18,290.5139,43.0098
159444850,2,3,13.17,290.5570,42.6888
159447393,2,3,8.13,290.6513,42.4362
159448831,2,3,17.09,290.7289,43.1515
159449703,2,3,10.14,290.7038,43.6074
159452015,2,3,11.77,290.6249,44.8737
159452656,3,3,15.14,242.8863,78.7221
159452987,3,3,11.67,243.1061,79.9630
159453120,3,3,10.04,242.5816,80.5357
159453249,3,3,14.81,242.7193,81.1301
159453559,3,3,9.60,243.0488,82.4003
159454467,3,3,9.21,243.1904,79.9955
159454564,3,3,11.78,243.1707,80.3718
159454725,3,3,9.53,243.2297,80.9795
159455006,3,3,12.85,243.4731,82.1260
159455008,3,3,14.53,243.5134,82.1357
159455368,3,3,13.32,243.6922,83.7394
159455497,3,3,8.62,244.0864,78.2081
159455588,3,3,9.92,243.7546,78.5336
159455724,3,3,12.11,244.0883,79.0234
159456057,3,3,14.43,243.8488,80.2460
159463626,3,3,9.13,243.8549,81.2254
159464162,3,3,8.59,243.8301,83.7987
159464349,3,3,9.23,244.2829,78.4203
159464498,3,3,9.79,244.8373,78.9141
159464570,3,3,8.49,244.3940,79.2267
159464836,3,3,12.64,244.5284,80.3029
159464972,3,3,10.41,244.8383,80.8016
159465109,3,3,12.68,244.4695,81.3388
159465199,3,3,10.39,244.3261,81.6783
159465268,3,3,12.83,244.8086,81.9223
159466026,3,3,8.37,245.0369,79.2033
159466104,3,3,13.60,245.2606,79.4849
159466193,3,3,12.02,245.4285,79.8443
159466257,3,3,8.75,245.0589,80.0427
159466872,3,3,12.96,245.0450,82.6745
159500885,3,3,9.98,245.6777,78.5326
159501153,3,3,12.94,245.6403,79.4823
159501356,3,3,14.65,245.9384,80.3279
159502465,3,3,5.36,246.4264,78.9645
159502560,3,3,9.64,246.3494,79.2647
159502654,3,3,8.93,246.0823,79.5118
159503019,3,3,10.72,246.1747,80.8257
159503663,3,3,9.97,246.4978,83.4063
159503747,3,3,10.04,246.6056,83.7665
159504148,4,3,6.95,145.1407,71.7550
159504719,4,3,7.18,145.1290,68.5366
159504760,4,3,13.32,144.9164,68.2630
159504927,4,3,9.69,144.8864,67.2281
159505078,4,3,13.33,145.0455,66.5532
159505118,4,3,12.99,145.1380,66.3287
159508883,3,3,12.60,246.7039,81.6415
159508998,3,3,13.73,247.1703,82.0857
159509446,3,3,11.96,247.2912,78.0776
159509673,3,3,9.80,247.6207,78.8816
159510109,3,3,8.85,247.5345,80.3079
159510452,3,3,12.91,247.6036,81.5359
159511173,3,3,12.76,247.8130,78.5080
159511370,3,3,12.86,247.9399,79.1706
159511448,3,3,9.47,248.2676,79.4526
159511543,3,3,6.44,247.8265,79.7893
159511706,3,3,9.64,247.8022,80.4039
159511903,3,3,10.78,247.9656,81.1064
159511943,3,3,13.39,247.9130,81.2885
159513723,2,3,10.49,290.7328,46.3055
159518515,2,3,14.79,290.7858,46.3319
159521599,2,3,10.84,290.8138,44.4910
159521961,2,3,14.29,290.9071,44.2920
159527171,4,4,8.61,190.8871,60.0143
159527794,4,1,10.22,191.0575,63.7029
159527822,4,1,8.07,190.9254,63.8813
159527888,4,1,11.85,190.9422,64.3143
159527996,4,1,12.18,191.0197,65.0111
159539232,3,3,11.68,248.2560,81.9253
159539923,3,3,8.15,248.3899,78.9001
159539998,3,3,8.31,248.8482,79.1472
159540432,3,3,8.60,248.5632,80.9947
159540480,3,3,14.58,248.8802,81.1653
159540510,3,3,9.54,248.5931,81.2975
159546310,4,4,12.44,191.2451,61.4269
159547075,4,1,9.14,191.5564,62.8486
159547391,4,1,10.25,191.5602,64.5368
159547473,4,1,8.70,191.5468,64.9766
159548152,4,1,5.72,191.8292,62.7812
159549228,4,1,10.74,191.9032,63.1921
159570515,4,1,5.13,207.4404,61.4887
159570595,4,1,8.07,207.5141,61.9085
159570600,4,1,12.48,207.5766,61.9287
159570915,4,1,14.05,207.5691,63.6754
159571161,4,1,10.73,207.5147,65.0026
159571718,2,3,16.65,290.8627,43.1148
159573299,2,3,11.59,290.8067,42.3439
159574962,2,3,12.48,290.9794,42.2848
159575670,2,3,10.98,291.0867,42.6240
159577137,2,3,12.99,290.9712,43.3364
159577231,2,3,5.07,290.9855,43.3880
159578954,2,3,12.98,291.0195,44.2821
159579593,2,3,13.79,291.0571,44.6323
159580085,2,3,8.52,291.0488,44.9043
159580128,2,3,6.28,291.0149,44.9338
159580213,2,3,16.17,291.0450,44.9930
159580383,2,3,8.30,290.9428,45.0897
159582620,2,3,7.73,291.0231,46.4384
159582964,2,3,10.13,290.9997,46.6755
159584012,4,1,13.13,207.8029,65.9537
159584054,4,1,16.08,207.6881,65.7023
159584661,4,1,12.97,207.7340,62.4178
159584778,4,1,11.48,207.6382,61.7304
159585544,4,1,9.80,207.8849,62.6261
159585853,4,1,2.52,207.8581,64.7233
159585994,4,1,15.61,208.0423,65.4167
159612318,4,1,10.01,208.8468,62.1604
159612507,4,1,7.54,208.9391,63.1503
159612743,4,1,11.08,208.9406,64.4306
159613868,3,4,7.14,219.8443,64.1541
159613900,3,4,7.04,219.7490,64.2914
159614286,3,4,10.43,220.0057,65.6442
159614322,3,4,11.18,220.0098,65.4840
159614563,3,4,10.56,220.0959,64.2425
159614566,3,4,9.61,220.0292,64.2298
159614616,3,4,12.57,220.1767,63.9784
159629419,3,4,10.33,220.2767,63.0288
159629558,3,4,13.04,220.4600,63.6787
159629594,3,4,8.95,220.2243,63.8198
159629632,3,4,16.03,220.3500,63.9595
159629809,3,4,9.97,220.2982,64.6842
159629840,3,4,12.04,220.2549,64.8661
159630080,3,4,10.71,220.6784,65.7356
159634470,3,4,8.04,220.8254,62.4113
159634684,3,4,13.25,220.9096,63.5685
159634826,3,4,8.07,220.7559,64.1734
159634913,3,4,10.58,220.7352,64.6649
159634928,3,4,9.90,220.8809,64.7414
159635381,3,4,10.88,221.1741,64.6898
159635735,3,4,7.75,221.0913,63.1023
159643660,2,3,14.93,291.2268,47.5500
159644070,2,3,10.77,291.2451,47.2492
159644241,2,3,15.95,291.2422,47.1315
159644707,2,3,9.47,291.0937,46.8156
159645932,2,3,10.48,291.1575,46.0964
159646433,2,3,14.59,291.2244,45.7781
159647185,2,3,8.50,291.2020,45.3469
159647219,2,3,14.42,291.1644,45.3183
159650494,2,3,8.83,291.1523,43.5739
159652738,2,3,13.91,291.2010,42.4500
159654016,2,3,10.70,291.3862,41.9901
159716878,2,3,14.15,291.3570,42.4936
159717514,2,3,16.61,291.3654,42.7832
159717852,2,3,13.16,291.3955,42.9460
159719243,2,3,10.38,291.3199,43.5955
159719806,2,3,9.58,291.3160,43.8593
159719963,2,3,10.98,291.3590,43.9369
159720778,2,3,11.89,291.2738,44.3712
159720814,2,3,14.76,291.3128,44.3819
159721038,2,3,8.89,291.2587,44.4975
159721091,2,3,11.48,291.3877,44.5290
159723646,2,3,11.45,291.2787,45.9341
159723776,2,3,10.55,291.2956,45.9992
159725384,2,3,7.99,291.3577,46.9580
159725995,2,3,14.98,291.2757,47.3295
159759306,2,3,12.18,291.5060,46.8956
159761539,2,3,11.96,291.5745,45.6184
159761678,2,3,14.61,291.4849,45.5458
159762672,2,3,7.22,291.5051,45.0131
159762838,2,3,5.80,291.4856,44.9303
159763687,2,3,9.81,291.5586,44.4881
160040326,4,4,10.26,187.7456,58.0995
160042321,4,1,9.57,200.9842,69.4507
160042820,4,1,10.85,201.1516,68.1985
160043115,4,1,14.00,201.1726,67.4515
160043316,4,1,10.41,201.0353,67.0095
160045097,4,2,11.31,213.0783,74.4119
160066592,3,3,8.41,215.5461,84.0800
160068517,3,3,14.35,217.3393,84.1521
160070883,3,3,8.24,218.0579,84.8035
160075684,3,3,11.41,221.0718,84.4486
160076823,3,3,11.88,222.8108,84.9086
160082453,3,3,8.84,224.4944,83.9356
160083585,3,3,13.41,225.9598,84.1452
160083748,3,3,11.66,225.8687,84.6384
160097349,3,3,12.05,226.6088,84.2192
160097433,3,3,12.35,227.2323,84.4766
160115012,3,3,8.94,230.4010,83.9340
160118032,3,3,13.37,231.2098,83.9918
160118276,3,3,6.00,231.7946,84.8249
160118362,3,3,13.29,231.4698,85.1529
160119330,3,3,8.20,233.0660,85.2411
160144570,3,3,7.56,236.1624,84.5802
160144580,3,3,11.39,236.7555,84.6210
160160991,3,3,12.45,239.5580,84.9528
160161003,3,3,9.95,239.9295,85.0046
160161959,3,3,11.05,240.7991,84.5799
160162879,3,3,13.65,241.8904,84.1088
160162930,3,3,8.96,242.3677,84.2933
160162987,3,3,10.78,242.3641,84.4912
160164102,3,3,8.45,243.3943,84.5520
160164232,3,3,12.95,242.7683,85.0083
160182675,3,3,11.77,245.1665,84.0587
160182780,3,3,10.45,245.0503,84.3460
160184067,3,3,10.83,247.0336,84.8353
160185214,3,3,15.33,247.7229,85.1261
160185239,3,3,12.54,248.0599,85.2329
160188872,3,3,11.25,254.3415,84.1771
160188943,3,3,13.03,254.8155,84.3940
160189973,3,3,13.59,256.3010,84.1491
160193928,3,3,10.39,257.8821,84.1780
160224839,4,2,4.89,181.3169,76.9052
160224876,4,2,6.86,181.2443,76.7618
160226848,4,2,9.80,181.3911,75.8188
160227070,4,2,8.37,181.6330,74.6715
160227297,4,2,13.13,181.5251,73.4837
160228580,4,2,11.07,181.9737,77.2480
160228595,4,2,10.31,181.7120,77.3158
160228948,4,2,10.30,182.2889,76.4812
160229090,4,2,9.49,182.3686,75.6807
160229104,4,2,10.26,182.2626,75.5889
160229387,4,2,9.34,182.4095,74.1032
160267750,4,2,10.63,182.5747,72.4435
160268137,4,2,11.30,182.7876,74.2278
160268226,4,2,5.86,182.4459,74.6614
160268701,4,2,8.63,182.5384,77.3523
160268703,4,2,10.98,182.5839,77.3680
160268710,4,2,6.00,182.4500,77.3907
160268839,4,2,12.35,182.9546,77.8784
160268882,4,2,4.86,183.0501,77.6164
160269649,4,2,8.47,183.1001,73.7245
160270470,4,2,11.46,183.2357,74.2799
160271033,4,2,10.29,183.4003,77.6835
160272537,4,2,15.78,186.2007,79.3453
160272538,4,2,13.91,186.2130,79.3471
160272817,4,2,16.86,186.2955,80.6050
160297135,4,2,7.70,185.9723,83.4281
160297243,4,2,8.18,186.7144,77.9411
160297263,4,2,8.16,186.7307,78.0407
160297967,4,2,10.90,186.9349,80.9743
160298091,4,2,8.87,186.6828,81.4739
160298203,4,2,7.66,187.0904,81.9967
160298807,4,2,9.27,187.2513,78.9508
160299143,4,2,14.32,187.2736,80.2312
160299144,4,2,15.04,187.2720,80.2330
160299865,4,2,13.48,187.4376,83.7387
160306762,4,2,10.94,187.7350,78.9177
160306960,4,2,12.15,187.7354,79.9193
160307768,4,2,8.78,188.2141,83.4543
160308244,4,2,8.94,188.7188,79.5234
160308419,4,2,6.94,188.5649,80.2505
160308578,4,2,11.40,188.5854,80.9352
160308793,4,2,8.89,188.5123,81.9351
160309250,4,2,10.33,189.1065,77.8987
160309371,4,2,11.92,188.9104,78.3694
160309372,4,2,12.69,189.0080,78.3808
160309525,4,2,11.47,189.1637,79.0202
160309580,4,2,6.42,189.3263,79.2155
160322911,4,2,13.11,189.0630,81.7732
160323064,4,2,10.47,189.2150,82.3765
160323608,4,2,8.35,189.8601,78.9519
160324545,4,2,6.79,189.7797,83.6441
160324581,4,2,9.87,189.8117,83.8484
160376664,3,3,8.61,231.6217,76.9041
160377020,3,3,8.26,231.8128,75.1810
160377206,3,3,8.46,231.5331,74.3236
160394710,3,3,10.51,232.0821,77.1559
160394891,3,3,11.33,232.6197,77.9098
160394950,3,3,11.72,232.3199,77.5521
160395409,3,3,10.71,232.6102,75.3481
160395571,3,3,16.62,232.6448,74.4359
160395923,3,4,10.95,232.5698,72.9465
160395962,3,4,10.69,232.4850,72.7995
160407984,3,3,12.66,232.8779,74.9814
160408344,3,3,10.59,232.6826,76.6868
160408381,3,3,9.22,232.8321,76.8225
160408408,3,3,13.37,232.8673,76.9140
160408494,3,3,3.55,232.8526,77.3494
160409377,3,3,12.91,233.8247,75.0538
160409535,3,3,9.36,233.8401,75.6704
160409816,3,3,9.78,233.6143,76.8721
160410397,3,3,8.37,233.9891,76.0366
160410789,3,3,9.21,234.0242,74.2022
160410813,3,3,9.10,233.9983,74.0795
160419128,3,4,10.50,234.3899,72.6041
160419588,3,3,9.87,234.6140,74.6697
160419797,3,3,12.76,234.5723,75.6268
160419801,3,3,13.61,234.3818,75.6536
160419850,3,3,13.79,234.3258,75.8770
160419861,3,3,11.02,234.6089,75.9427
160421065,3,3,10.21,235.0281,74.4505
160421169,3,3,10.35,235.0186,73.9775
160421752,3,4,8.21,235.2554,72.1432
160422180,3,3,8.93,235.0969,73.8413
160422453,3,3,11.96,235.3244,74.9583
160422712,3,3,9.81,235.3390,75.9885
160423101,3,3,11.27,235.6107,77.9522
160423136,3,3,14.11,235.4541,77.8134
160423277,3,3,9.04,235.4988,77.0454
160423353,3,3,12.39,235.7613,76.6049
160423655,3,3,14.45,235.5014,75.2677
160424250,3,4,10.09,235.5434,72.7882
160424623,3,4,9.68,236.1093,72.4991
160424682,3,4,15.54,236.1292,72.7279
160424753,3,4,10.21,235.9238,72.9706
160425283,3,3,14.71,235.9023,75.2615
160437947,3,3,10.48,235.9400,76.2354
160438083,3,3,8.77,236.1042,76.8770
160438146,3,3,7.80,235.9096,77.2166
160438238,3,3,13.64,236.0783,77.7565
160438364,3,3,9.07,236.4068,77.5998
160438504,3,3,12.12,236.2513,76.9058
160438697,3,3,12.68,236.3476,76.0685
160438793,3,3,7.96,236.4701,75.6036
160438869,3,3,11.17,236.3475,75.2483
160439710,3,4,12.78,236.8121,72.2027
160439772,3,4,11.27,236.9410,72.4653
160439883,3,4,8.16,236.6935,72.8851
160440137,3,3,9.08,236.8750,73.9478
160440924,3,3,10.82,236.8169,77.2326
160471617,3,3,12.12,237.3580,75.2656
160471808,3,3,8.12,237.0439,74.4123
160472514,3,4,9.38,237.7060,72.2112
160472962,3,3,8.44,237.6209,73.9602
160473629,3,3,12.49,237.4406,76.6565
160473764,3,3,8.03,237.7283,77.2653
160473885,3,3,8.71,237.7151,77.8584
160473949,3,3,15.68,237.8511,77.7088
160473955,3,3,11.05,237.9113,77.6845
160474134,3,3,9.71,238.1743,76.8285
160474438,3,3,12.06,237.8628,75.4180
160487753,3,3,10.80,238.0318,74.4068
160488140,3,4,10.44,237.9935,72.7163
160488880,3,3,12.29,238.5740,73.9943
160489074,3,3,8.08,238.4792,74.8127
160489127,3,3,10.18,238.2261,75.0234
160489172,3,3,10.49,238.4844,75.2557
160489368,3,3,8.04,238.5030,76.1468
160489437,3,3,11.24,238.2726,76.5258
160489521,3,3,12.11,238.2309,76.9133
160491259,3,4,9.24,239.0907,72.7399
160491494,3,3,13.11,239.3402,73.5302
160491524,3,3,12.97,239.1907,73.6446
160491815,3,3,13.92,239.0771,74.7249
160491879,3,3,12.07,239.3340,74.9634
160492223,3,3,13.59,239.1750,76.6396
160492444,3,3,10.76,239.1541,77.5819
160492551,3,3,9.98,239.4602,77.7933
160492565,3,3,10.13,239.7593,77.7414
160492937,3,3,7.49,239.3705,76.0911
160493316,3,3,9.14,239.5264,74.3705
160493339,3,3,8.91,239.6361,74.2993
160519056,3,3,8.56,240.1355,77.1694
160519345,3,3,10.08,240.5224,77.3325
160519380,3,3,10.58,240.2768,77.1483
160519455,3,3,13.88,240.2320,76.7911
160520026,3,3,13.67,240.4627,74.4780
160520035,3,3,13.47,240.4124,74.4440
160520811,3,4,11.70,240.8243,72.3174
160521427,3,3,17.30,240.5832,74.6459
160521567,3,3,14.41,240.9272,75.1978
160533144,3,3,5.70,240.8802,76.7941
160533651,3,3,13.72,240.9548,76.8265
160533720,3,3,10.12,241.0479,76.5275
160534712,3,4,11.37,241.0024,72.5791
160534895,3,4,13.74,241.0346,71.9850
160535037,3,4,10.76,241.6645,72.3870
160535351,3,3,8.03,241.5562,73.6508
160535421,3,3,9.31,241.5134,73.9203
160535706,3,3,13.43,241.3642,75.0787
160535751,3,3,12.73,241.4334,75.3279
160536086,3,3,10.12,241.3581,76.9164
160536135,3,3,12.89,241.5812,77.1282
160536227,3,3,13.04,241.6787,77.5577
160536538,3,3,9.35,242.0812,76.9857
160536588,3,3,9.47,241.9394,76.7350
160536589,3,3,13.10,242.0792,76.7276
160550553,3,3,8.58,241.7466,75.8512
160550882,3,3,12.28,242.0875,74.3182
160550963,3,3,8.98,241.7384,73.9429
160551095,3,3,11.42,242.0093,73.4173
160551942,3,3,11.27,242.4977,73.5100
160552281,3,3,8.78,242.1266,74.8033
160552621,3,3,11.21,242.4763,76.2615
160553438,3,3,5.59,242.7063,75.8776
160553892,3,3,12.41,242.6152,73.9108
160583440,3,3,10.46,243.0825,73.1847
160583519,3,3,14.07,243.0259,73.4659
160583987,3,3,10.12,243.0556,75.1921
160583993,3,3,5.26,243.1327,75.2109
160585543,3,3,9.43,243.3059,73.9053
160585671,3,3,5.98,243.6391,73.3951
160585734,3,3,11.70,243.5170,73.1551
160586166,3,4,10.57,243.8490,72.2506
160599479,3,3,12.86,243.8117,74.1828
160599736,3,3,8.34,243.8581,75.2639
160599964,3,3,10.33,243.9391,76.2252
160600404,3,3,10.80,244.2964,77.5635
160600809,3,3,4.61,244.3742,75.7568
160601011,3,3,10.51,244.1278,74.9441
160601786,3,4,13.89,244.1455,72.0675
160602230,3,3,13.70,244.6954,73.4758
160602609,3,3,10.28,244.7230,74.9525
160602647,3,3,11.26,244.5890,75.1439
160602762,3,3,8.03,244.8127,75.6280
160602790,3,3,12.54,244.5852,75.7205
160602798,3,3,9.27,244.7674,75.7620
160603215,3,3,15.63,244.5138,77.4889
160603250,3,3,9.65,244.5140,77.6485
160603509,3,3,10.85,244.8890,76.9647
160603519,3,3,10.81,244.9097,76.9206
160603568,3,3,8.60,245.1750,76.6855
160603620,3,3,8.45,245.2296,76.4476
160603678,3,3,14.73,245.0284,76.2007
160603848,3,3,8.59,245.0933,75.4668
160603897,3,3,13.11,245.1179,75.3116
160604081,3,3,10.25,244.9015,74.5717
160604494,3,3,10.68,244.9932,73.1458
160604543,3,3,12.11,244.9438,72.9724
160617691,3,4,10.03,246.2236,71.9681
160618102,3,3,10.26,246.3983,73.4157
160618342,3,3,14.53,246.4084,74.3358
160618494,3,3,8.91,246.3483,74.9277
160618515,3,3,12.71,246.2858,74.9926
160618897,3,3,10.91,246.3168,76.3702
160619243,3,3,11.40,246.0727,77.9031
161094605,1,1,11.40,308.8670,34.6252
161177014,1,1,9.67,308.8366,34.0127
161179275,1,1,8.26,308.7759,33.5524
161183199,1,1,11.37,308.8297,32.8131
161190740,1,4,10.47,308.7786,31.0625
161283836,1,1,10.85,309.1448,34.5445
161284417,1,1,10.43,309.0451,34.4231
161287859,1,1,11.73,309.1258,33.6748
161443005,1,4,11.04,309.2862,30.5404
161448394,1,4,12.76,309.1560,31.8423
161554904,1,1,13.12,309.2087,34.9790
161560254,1,1,10.66,309.1784,35.9624
161563111,1,1,8.57,309.3338,35.4361
161566255,1,1,8.01,309.3615,34.8875
161631508,1,4,6.40,309.3825,31.5725
161631693,1,4,6.16,309.3860,31.5217
161633494,1,4,8.35,309.3689,31.1005
161633889,1,4,5.67,309.3798,31.0024
161707705,1,4,8.14,309.3863,30.1793
161710825,1,4,10.94,309.5544,30.4784
161715574,1,4,16.39,309.5439,31.6221
161805246,1,1,10.07,309.4670,33.4638
161806650,1,1,5.57,309.4605,33.7826
161806939,1,1,17.03,309.5318,33.8509
161816925,1,1,8.40,309.5740,35.7759
161818263,1,1,11.54,309.6809,35.8418
161818711,1,1,11.30,309.5923,35.7457
161874478,1,1,8.02,309.5798,33.2368
161921034,1,4,12.91,309.6576,30.0263
162902732,1,4,5.72,315.7295,32.3499
163005870,1,4,11.86,315.7569,31.4684
163007663,1,4,11.71,315.7754,30.7920
163048063,1,4,8.57,315.8679,30.4893
163050754,1,4,11.09,315.9079,30.4498
163051093,1,4,13.13,315.8853,30.5938
163056069,1,4,17.47,315.9067,32.4344
163238259,1,4,8.09,316.0928,31.6704
163471990,1,4,11.48,316.3451,30.5909
164406849,2,3,11.48,282.7982,47.4773
164407483,2,3,5.34,282.8000,46.7382
164409264,2,3,8.70,282.9240,44.7801
164411478,2,3,14.36,282.8598,42.6659
164413080,2,3,10.58,283.0122,42.7213
164414051,2,3,6.95,283.0685,43.7099
164414609,2,3,11.62,282.9964,44.2392
164414623,2,3,10.76,283.0617,44.2511
164414655,2,3,12.94,283.0029,44.2841
164415564,2,3,8.64,283.0267,45.2276
164416605,2,3,8.27,282.9772,46.3995
164455576,2,3,14.73,282.9346,46.9950
164456518,2,3,13.59,283.1508,47.6729
164457098,2,3,12.00,283.1837,46.9244
164457507,2,3,12.16,283.1167,46.4080
164457525,2,3,13.03,283.2414,46.3785
164458193,2,3,12.37,283.1425,45.6451
164458225,2,3,10.73,283.2441,45.6122
164458426,2,3,11.87,283.1663,45.4031
164458488,2,3,13.13,283.2125,45.3496
164458714,2,3,9.03,283.1512,45.1402
164459427,2,3,12.29,283.1326,44.3759
164460208,2,3,13.59,283.1355,43.6566
164460453,2,3,11.62,283.1010,43.4275
164461124,2,3,11.11,283.1690,42.7921
164461807,2,3,11.30,283.1365,42.1259
164463075,2,3,11.52,283.2592,42.8455
164463140,2,3,5.03,283.3691,42.9026
164463430,2,3,13.66,283.4139,43.1629
164464004,2,3,12.41,283.2925,43.7058
164464070,2,3,11.21,283.3749,43.7884
164464417,2,3,7.36,283.3713,44.1295
164522394,2,3,12.82,283.2568,45.0876
164522634,2,3,11.11,283.3504,45.3390
164523901,2,3,11.22,283.3576,46.6944
164524541,2,3,11.49,283.3860,47.4361
164525250,2,3,12.13,283.4292,47.5924
164525365,2,3,11.02,283.4286,47.4833
164525743,2,3,11.85,283.4357,47.0668
164527141,2,3,14.82,283.5555,45.6144
164527695,2,3,11.39,283.4532,45.0840
164527723,2,3,11.33,283.4700,45.0525
164530781,2,3,8.39,283.4609,42.1710
164552029,2,3,5.22,283.6215,42.5286
164552564,2,3,10.84,283.6073,43.0041
164554097,2,3,11.95,283.7373,44.4729
164555597,2,3,13.97,283.7316,45.9584
164556407,2,3,13.39,283.6735,46.8227
164556761,2,3,12.85,283.7176,47.2044
164557035,2,3,13.78,283.7407,47.5161
164557531,2,3,10.54,283.7665,47.8191
164557694,2,3,12.03,283.8852,47.6371
164558072,2,3,10.51,283.8664,47.2283
164559875,2,3,12.94,283.7548,45.3351
164642404,2,3,1.27,283.8339,43.9466
164644375,2,3,11.50,283.7692,42.9975
164646094,2,3,12.97,283.7640,42.2221
164646288,2,3,10.50,283.9097,42.1310
164646448,2,3,5.43,283.8990,42.0605
164646524,2,3,14.29,283.8695,42.0300
164646534,2,3,13.57,283.7705,42.0272
164646661,2,3,14.14,283.8331,41.9786
164647385,2,3,8.55,283.9761,42.2106
164647540,2,3,13.24,283.9730,42.2765
164648617,2,3,8.14,283.9448,42.7658
164649863,2,3,16.30,284.0293,43.3220
164652144,2,3,11.04,284.0306,44.4725
164652245,2,3,9.06,284.0591,44.5185
164654277,2,3,11.98,284.0611,45.5068
164654307,2,3,9.92,283.9482,45.5244
164654501,2,3,14.94,284.0336,45.6278
164656364,2,3,8.51,284.0385,46.6657
164656524,2,3,11.49,284.0600,46.7584
164668179,2,3,8.18,284.1526,47.6564
164669075,2,3,11.85,284.1437,46.7357
164669398,2,3,11.27,284.1101,46.3834
164669854,2,3,11.09,284.1407,45.9444
164670275,2,3,8.32,284.1747,45.5409
164670299,2,3,8.76,284.0888,45.5151
164670606,2,3,12.35,284.1393,45.2300
164674435,2,3,6.80,284.3550,42.1026
164674454,2,3,14.68,284.2750,42.1237
164674459,2,3,9.03,284.3327,42.1272
164674711,2,3,14.13,284.2871,42.3556
164674992,2,3,11.06,284.3137,42.6009
164677806,2,3,11.26,284.3976,45.1289
164721250,2,3,13.16,284.3861,45.7197
164721759,2,3,12.53,284.3943,46.2491
164722194,2,3,12.39,284.3584,46.6806
164722832,2,3,11.03,284.2525,47.3389
164723619,2,3,12.77,284.4305,47.6416
164724040,2,3,7.16,284.5140,47.1917
164725234,2,3,11.77,284.4284,46.0279
164726308,2,3,7.99,284.4955,44.9879
164726946,2,3,11.84,284.4824,44.3978
164728128,2,3,9.94,284.4134,43.4019
164729302,2,3,10.05,284.4440,42.3930
164729771,2,3,8.05,284.4822,42.0204
164730843,2,3,14.39,284.6580,42.6527
164730883,2,3,14.91,284.6099,42.6873
164731095,2,3,13.27,284.6965,42.8713
164731102,2,3,16.25,284.6671,42.8760
164778123,2,3,8.29,284.6909,43.7719
164778440,2,3,10.64,284.6202,44.0448
164781040,2,3,14.04,284.6996,46.3750
164781045,2,3,11.82,284.7045,46.3787
164781116,2,3,11.30,284.5937,46.4497
164782264,2,3,11.50,284.6694,47.5776
164782526,2,3,7.20,284.5964,47.8363
164783258,2,3,11.15,284.8588,47.2677
164783277,2,3,11.02,284.7309,47.2512
164784457,2,3,12.00,284.8071,46.0979
164785720,2,3,13.51,284.7549,44.9561
164786087,2,3,14.70,284.8304,44.6581
164827658,2,3,14.67,284.8384,42.0703
164828012,2,3,13.54,284.9685,42.0791
164828419,2,3,14.25,284.9286,42.4223
164828968,2,3,17.66,285.0278,42.8930
164829562,2,3,12.51,284.9870,43.4025
164830630,2,3,12.11,285.0251,44.3517
164830786,2,3,10.44,285.0001,44.4634
164832047,2,3,8.53,285.0140,45.6076
164832224,2,3,11.87,285.0159,45.7609
164832454,2,3,13.36,284.9220,45.9723
164833847,2,3,11.85,284.9397,47.3353
164833925,2,3,9.12,285.0415,47.4216
164834421,2,3,8.11,284.9641,47.9428
164835036,2,3,12.48,285.0754,47.2934
164835544,2,3,8.36,285.0809,46.8073
164835943,2,3,9.86,285.0776,46.4197
164881786,2,3,11.06,285.1899,46.0281
164882482,2,3,11.88,285.2074,45.3843
164882967,2,3,8.78,285.0682,44.9086
164883253,2,3,11.48,285.0947,44.6663
164884235,2,3,10.22,285.1829,43.8310
164885008,2,3,10.07,285.1277,43.1997
164886225,2,3,6.31,285.2089,42.2517
164886235,2,3,11.80,285.1517,42.2429
164886497,2,3,14.46,285.1105,42.0340
164886585,2,3,13.58,285.1671,41.9669
164886812,2,3,11.81,285.3307,42.0405
164889754,2,3,7.62,285.3408,44.3865
164890208,2,3,14.58,285.2840,44.7692
164890880,2,3,13.16,285.2548,45.3782
164892045,2,3,5.90,285.2406,46.4898
164892194,2,3,13.46,285.2408,46.6682
164998949,2,3,4.85,285.3601,46.9343
164998958,2,3,10.69,285.2887,46.9425
164999822,2,3,11.20,285.3112,47.8484
165283283,2,4,12.04,299.0385,54.3969
165286005,2,1,14.23,298.9109,56.7586
165286030,2,1,8.07,299.0189,56.7828
165286098,2,1,12.38,299.0066,56.8570
165303206,2,1,9.58,298.9698,57.2369
